NodeID,Day,Weekday,Hour,Availability
Node_1,30,1,7,1
Node_1,31,2,14,1
Node_1,31,2,13,1
Node_1,31,2,23,1
Node_1,31,2,2,1
Node_1,31,2,19,1
Node_1,31,2,8,1
Node_1,32,3,1,1
Node_1,32,3,9,1
Node_1,32,3,10,1
Node_1,32,3,16,1
Node_1,32,3,14,1
Node_1,32,3,0,1
Node_1,32,3,11,1
Node_1,32,3,18,1
Node_1,32,3,6,1
Node_1,32,3,2,1
Node_1,32,3,17,1
Node_1,33,4,14,1
Node_1,33,4,1,1
Node_1,33,4,12,1
Node_1,33,4,2,1
Node_1,33,4,3,1
Node_1,33,4,17,1
Node_1,33,4,5,1
Node_1,33,4,18,1
Node_1,33,4,13,1
Node_1,33,4,19,1
Node_1,33,4,8,1
Node_1,33,4,15,1
Node_1,34,5,23,1
Node_1,34,5,8,1
Node_1,35,6,18,1
Node_1,35,6,6,1
Node_1,35,6,17,1
Node_1,35,6,9,1
Node_1,36,0,13,1
Node_1,36,0,7,1
Node_1,36,0,10,1
Node_1,36,0,3,1
Node_1,36,0,5,1
Node_1,37,1,5,1
Node_1,37,1,19,1
Node_1,37,1,21,1
Node_1,37,1,1,1
Node_1,38,2,16,1
Node_1,38,2,6,1
Node_1,38,2,19,1
Node_1,38,2,11,1
Node_1,38,2,20,1
Node_1,38,2,22,1
Node_1,38,2,3,1
Node_1,38,2,9,1
Node_1,39,3,20,1
Node_1,39,3,5,1
Node_1,39,3,3,1
Node_1,39,3,21,1
Node_1,39,3,14,1
Node_1,39,3,7,1
Node_1,39,3,19,1
Node_1,40,4,21,1
Node_1,40,4,17,1
Node_1,40,4,16,1
Node_1,40,4,23,1
Node_1,40,4,7,1
Node_1,40,4,1,1
Node_1,40,4,12,1
Node_1,40,4,0,1
Node_1,40,4,8,1
Node_1,40,4,4,1
Node_1,41,5,7,1
Node_1,41,5,14,1
Node_1,42,6,12,1
Node_1,42,6,22,1
Node_1,42,6,5,1
Node_1,42,6,3,1
Node_1,42,6,13,1
Node_1,42,6,6,1
Node_1,43,0,21,1
Node_1,43,0,3,1
Node_1,43,0,4,1
Node_1,43,0,13,1
Node_1,43,0,1,1
Node_1,43,0,14,1
Node_1,43,0,17,1
Node_1,43,0,23,1
Node_1,43,0,20,1
Node_1,43,0,18,1
Node_1,43,0,15,1
Node_1,43,0,2,1
Node_1,44,1,5,1
Node_1,44,1,3,1
Node_1,44,1,10,1
Node_1,44,1,1,1
Node_1,44,1,20,1
Node_1,45,2,23,1
Node_1,45,2,1,1
Node_1,45,2,7,1
Node_1,45,2,15,1
Node_1,45,2,6,1
Node_1,45,2,3,1
Node_1,45,2,18,1
Node_1,45,2,2,1
Node_1,45,2,4,1
Node_1,46,3,12,1
Node_1,46,3,21,1
Node_1,46,3,15,1
Node_1,46,3,22,1
Node_1,46,3,4,1
Node_1,47,4,8,1
Node_1,47,4,10,1
Node_1,47,4,21,1
Node_1,47,4,15,1
Node_1,47,4,22,1
Node_1,47,4,17,1
Node_1,47,4,16,1
Node_1,47,4,14,1
Node_1,47,4,6,1
Node_1,47,4,19,1
Node_1,47,4,20,1
Node_1,48,5,6,1
Node_1,48,5,5,1
Node_1,48,5,23,1
Node_1,48,5,19,1
Node_1,48,5,3,1
Node_1,48,5,8,1
Node_1,49,6,0,1
Node_1,49,6,23,1
Node_1,49,6,2,1
Node_1,49,6,5,1
Node_1,49,6,1,1
Node_1,49,6,13,1
Node_1,50,0,3,1
Node_1,50,0,8,1
Node_1,50,0,1,1
Node_1,50,0,0,1
Node_1,50,0,2,1
Node_1,51,1,0,1
Node_1,51,1,5,1
Node_1,51,1,19,1
Node_1,51,1,9,1
Node_1,51,1,10,1
Node_1,51,1,2,1
Node_1,51,1,21,1
Node_1,51,1,3,1
Node_1,52,2,10,1
Node_1,52,2,5,1
Node_1,52,2,23,1
Node_1,52,2,9,1
Node_1,52,2,14,1
Node_1,52,2,2,1
Node_1,52,2,12,1
Node_1,53,3,11,1
Node_1,53,3,18,1
Node_1,53,3,17,1
Node_1,53,3,8,1
Node_1,53,3,12,1
Node_1,53,3,1,1
Node_1,53,3,3,1
Node_1,53,3,22,1
Node_1,53,3,6,1
Node_1,53,3,20,1
Node_1,53,3,23,1
Node_1,53,3,5,1
Node_1,54,4,3,1
Node_1,54,4,23,1
Node_1,54,4,15,1
Node_1,54,4,19,1
Node_1,54,4,5,1
Node_1,55,5,4,1
Node_1,55,5,9,1
Node_1,55,5,22,1
Node_1,55,5,21,1
Node_1,55,5,12,1
Node_1,56,6,15,1
Node_1,56,6,11,1
Node_1,57,0,19,1
Node_1,57,0,3,1
Node_1,57,0,4,1
Node_1,57,0,17,1
Node_1,57,0,8,1
Node_1,57,0,6,1
Node_1,57,0,1,1
Node_1,57,0,7,1
Node_1,57,0,0,1
Node_1,57,0,16,1
Node_1,57,0,11,1
Node_1,58,1,1,1
Node_1,58,1,4,1
Node_1,58,1,17,1
Node_1,58,1,5,1
Node_1,58,1,20,1
Node_1,58,1,16,1
Node_1,58,1,2,1
Node_1,58,1,12,1
Node_1,58,1,8,1
Node_1,59,2,12,1
Node_1,59,2,17,1
Node_1,59,2,0,1
Node_1,59,2,10,1
Node_1,59,2,18,1
Node_1,59,2,4,1
Node_1,60,3,20,1
Node_1,60,3,7,1
Node_1,60,3,10,1
Node_1,60,3,23,1
Node_2,1,0,17,1
Node_2,1,0,15,1
Node_2,1,0,7,1
Node_2,1,0,13,1
Node_2,1,0,3,1
Node_2,1,0,14,1
Node_2,1,0,18,1
Node_2,2,1,21,1
Node_2,2,1,5,1
Node_2,2,1,22,1
Node_2,2,1,10,1
Node_2,2,1,16,1
Node_2,2,1,13,1
Node_2,2,1,12,1
Node_2,2,1,11,1
Node_2,2,1,19,1
Node_2,3,2,5,1
Node_2,3,2,8,1
Node_2,3,2,23,1
Node_2,3,2,11,1
Node_2,3,2,20,1
Node_2,3,2,19,1
Node_2,3,2,9,1
Node_2,3,2,17,1
Node_2,3,2,0,1
Node_2,4,3,12,1
Node_2,4,3,1,1
Node_2,4,3,4,1
Node_2,4,3,19,1
Node_2,4,3,13,1
Node_2,4,3,10,1
Node_2,4,3,15,1
Node_2,4,3,9,1
Node_2,4,3,16,1
Node_2,4,3,21,1
Node_2,4,3,22,1
Node_2,5,4,8,1
Node_2,5,4,12,1
Node_2,5,4,4,1
Node_2,5,4,1,1
Node_2,5,4,19,1
Node_2,7,6,3,1
Node_2,7,6,18,1
Node_2,7,6,20,1
Node_2,8,0,21,1
Node_2,8,0,2,1
Node_2,8,0,4,1
Node_2,8,0,7,1
Node_2,8,0,0,1
Node_2,8,0,13,1
Node_2,8,0,23,1
Node_2,8,0,14,1
Node_2,8,0,3,1
Node_2,9,1,2,1
Node_2,9,1,9,1
Node_2,9,1,3,1
Node_2,9,1,14,1
Node_2,9,1,15,1
Node_2,9,1,17,1
Node_2,9,1,19,1
Node_2,9,1,0,1
Node_2,9,1,1,1
Node_2,10,2,20,1
Node_2,10,2,3,1
Node_2,10,2,9,1
Node_2,10,2,6,1
Node_2,10,2,12,1
Node_2,10,2,22,1
Node_2,11,3,3,1
Node_2,11,3,9,1
Node_2,11,3,20,1
Node_2,11,3,8,1
Node_2,11,3,6,1
Node_2,11,3,7,1
Node_2,12,4,20,1
Node_2,12,4,5,1
Node_2,12,4,21,1
Node_2,12,4,8,1
Node_2,13,5,2,1
Node_2,13,5,9,1
Node_2,14,6,9,1
Node_2,14,6,8,1
Node_2,14,6,16,1
Node_2,14,6,17,1
Node_2,15,0,23,1
Node_2,15,0,6,1
Node_2,15,0,0,1
Node_2,15,0,11,1
Node_2,15,0,5,1
Node_2,15,0,7,1
Node_2,15,0,18,1
Node_2,15,0,20,1
Node_2,15,0,1,1
Node_2,15,0,21,1
Node_2,15,0,9,1
Node_2,15,0,12,1
Node_2,16,1,18,1
Node_2,16,1,11,1
Node_2,16,1,7,1
Node_2,16,1,3,1
Node_2,17,2,15,1
Node_2,17,2,1,1
Node_2,17,2,10,1
Node_2,17,2,20,1
Node_2,17,2,6,1
Node_2,17,2,2,1
Node_2,17,2,14,1
Node_2,17,2,16,1
Node_2,17,2,5,1
Node_2,17,2,8,1
Node_2,17,2,21,1
Node_2,17,2,4,1
Node_2,18,3,20,1
Node_2,18,3,12,1
Node_2,18,3,15,1
Node_2,18,3,5,1
Node_2,18,3,18,1
Node_2,18,3,4,1
Node_2,18,3,17,1
Node_2,18,3,6,1
Node_2,18,3,10,1
Node_2,18,3,8,1
Node_2,18,3,1,1
Node_2,18,3,3,1
Node_2,19,4,22,1
Node_2,19,4,20,1
Node_2,19,4,9,1
Node_2,19,4,13,1
Node_2,20,5,22,1
Node_2,20,5,5,1
Node_2,20,5,23,1
Node_2,20,5,11,1
Node_2,20,5,19,1
Node_2,21,6,11,1
Node_2,22,0,22,1
Node_2,22,0,13,1
Node_2,22,0,3,1
Node_2,22,0,15,1
Node_2,22,0,2,1
Node_2,22,0,14,1
Node_2,23,1,6,1
Node_2,23,1,18,1
Node_2,23,1,0,1
Node_2,23,1,22,1
Node_2,24,2,6,1
Node_2,24,2,17,1
Node_2,24,2,20,1
Node_2,24,2,22,1
Node_2,24,2,0,1
Node_2,24,2,4,1
Node_2,24,2,16,1
Node_2,24,2,5,1
Node_2,25,3,9,1
Node_2,25,3,23,1
Node_2,25,3,21,1
Node_2,25,3,1,1
Node_2,25,3,14,1
Node_2,25,3,12,1
Node_2,25,3,8,1
Node_2,26,4,9,1
Node_2,26,4,17,1
Node_2,26,4,20,1
Node_2,26,4,12,1
Node_2,26,4,4,1
Node_2,26,4,2,1
Node_2,26,4,23,1
Node_2,26,4,21,1
Node_2,28,6,5,1
Node_2,29,0,20,1
Node_2,29,0,8,1
Node_2,29,0,1,1
Node_2,29,0,5,1
Node_2,30,1,17,1
Node_2,30,1,8,1
Node_2,30,1,5,1
Node_2,30,1,15,1
Node_2,30,1,12,1
Node_2,30,1,10,1
Node_2,30,1,13,1
Node_2,30,1,23,1
Node_2,31,2,18,1
Node_2,31,2,20,1
Node_2,31,2,1,1
Node_2,31,2,11,1
Node_2,31,2,4,1
Node_2,31,2,9,1
Node_2,31,2,5,1
Node_2,31,2,22,1
Node_2,31,2,10,1
Node_2,31,2,19,1
Node_2,32,3,21,1
Node_2,32,3,6,1
Node_2,32,3,4,1
Node_2,32,3,7,1
Node_2,32,3,15,1
Node_2,32,3,13,1
Node_2,32,3,2,1
Node_2,33,4,9,1
Node_2,33,4,6,1
Node_2,33,4,19,1
Node_2,33,4,1,1
Node_2,33,4,0,1
Node_2,33,4,14,1
Node_2,33,4,4,1
Node_2,34,5,19,1
Node_2,34,5,7,1
Node_2,35,6,11,1
Node_2,36,0,11,1
Node_2,36,0,7,1
Node_2,36,0,23,1
Node_2,36,0,5,1
Node_2,36,0,15,1
Node_2,36,0,18,1
Node_2,36,0,19,1
Node_2,36,0,3,1
Node_2,36,0,0,1
Node_2,36,0,1,1
Node_2,36,0,12,1
Node_2,37,1,22,1
Node_2,37,1,18,1
Node_2,37,1,17,1
Node_2,37,1,19,1
Node_2,37,1,10,1
Node_2,37,1,3,1
Node_2,38,2,22,1
Node_2,38,2,3,1
Node_2,38,2,20,1
Node_2,38,2,4,1
Node_2,38,2,19,1
Node_2,38,2,13,1
Node_2,38,2,5,1
Node_2,38,2,1,1
Node_2,38,2,16,1
Node_2,38,2,15,1
Node_2,38,2,2,1
Node_2,38,2,17,1
Node_2,39,3,22,1
Node_2,39,3,18,1
Node_2,39,3,6,1
Node_2,39,3,10,1
Node_2,40,4,22,1
Node_2,40,4,10,1
Node_2,40,4,18,1
Node_2,40,4,7,1
Node_2,40,4,2,1
Node_2,40,4,8,1
Node_2,40,4,6,1
Node_2,40,4,11,1
Node_2,40,4,9,1
Node_2,40,4,4,1
Node_2,40,4,13,1
Node_2,41,5,17,1
Node_2,41,5,16,1
Node_2,41,5,5,1
Node_2,41,5,12,1
Node_2,41,5,9,1
Node_2,43,0,12,1
Node_2,43,0,13,1
Node_2,43,0,4,1
Node_2,43,0,7,1
Node_2,43,0,15,1
Node_2,43,0,22,1
Node_2,43,0,2,1
Node_2,43,0,3,1
Node_2,43,0,6,1
Node_2,43,0,16,1
Node_2,44,1,13,1
Node_2,44,1,12,1
Node_2,44,1,0,1
Node_2,44,1,9,1
Node_2,44,1,18,1
Node_2,44,1,8,1
Node_2,44,1,11,1
Node_2,45,2,0,1
Node_2,45,2,12,1
Node_2,45,2,10,1
Node_2,45,2,14,1
Node_2,45,2,18,1
Node_2,45,2,4,1
Node_2,45,2,1,1
Node_2,45,2,9,1
Node_2,45,2,16,1
Node_2,46,3,8,1
Node_2,46,3,5,1
Node_2,46,3,2,1
Node_2,46,3,1,1
Node_2,46,3,11,1
Node_2,47,4,8,1
Node_2,47,4,17,1
Node_2,47,4,9,1
Node_2,47,4,7,1
Node_2,47,4,22,1
Node_2,47,4,21,1
Node_2,47,4,23,1
Node_2,47,4,18,1
Node_2,47,4,14,1
Node_2,47,4,3,1
Node_2,48,5,19,1
Node_2,48,5,9,1
Node_2,48,5,13,1
Node_2,49,6,0,1
Node_2,49,6,18,1
Node_2,49,6,14,1
Node_2,49,6,8,1
Node_2,49,6,7,1
Node_2,50,0,6,1
Node_2,50,0,16,1
Node_2,50,0,17,1
Node_2,50,0,15,1
Node_2,51,1,21,1
Node_2,51,1,18,1
Node_2,51,1,15,1
Node_2,51,1,16,1
Node_2,52,2,4,1
Node_2,52,2,2,1
Node_2,52,2,10,1
Node_2,52,2,6,1
Node_2,52,2,5,1
Node_2,52,2,22,1
Node_2,53,3,7,1
Node_2,53,3,8,1
Node_2,53,3,14,1
Node_2,53,3,18,1
Node_2,54,4,4,1
Node_2,54,4,11,1
Node_2,54,4,5,1
Node_2,54,4,8,1
Node_2,54,4,0,1
Node_2,54,4,18,1
Node_2,54,4,14,1
Node_2,56,6,8,1
Node_2,56,6,15,1
Node_2,56,6,6,1
Node_2,56,6,11,1
Node_2,56,6,16,1
Node_2,56,6,5,1
Node_2,57,0,15,1
Node_2,57,0,9,1
Node_2,57,0,5,1
Node_2,57,0,0,1
Node_2,57,0,11,1
Node_2,57,0,6,1
Node_2,57,0,21,1
Node_2,57,0,22,1
Node_2,57,0,7,1
Node_2,57,0,17,1
Node_2,57,0,8,1
Node_2,58,1,22,1
Node_2,58,1,14,1
Node_2,58,1,17,1
Node_2,58,1,19,1
Node_2,58,1,5,1
Node_2,58,1,2,1
Node_2,58,1,18,1
Node_2,58,1,15,1
Node_2,58,1,0,1
Node_2,58,1,8,1
Node_2,59,2,8,1
Node_2,59,2,10,1
Node_2,59,2,6,1
Node_2,59,2,16,1
Node_2,59,2,7,1
Node_2,59,2,2,1
Node_2,59,2,4,1
Node_2,60,3,11,1
Node_2,60,3,10,1
Node_2,60,3,21,1
Node_2,60,3,8,1
Node_2,60,3,20,1
Node_2,60,3,12,1
Node_2,60,3,5,1
Node_3,1,0,17,1
Node_3,1,0,3,1
Node_3,1,0,7,1
Node_3,1,0,0,1
Node_3,1,0,1,1
Node_3,1,0,4,1
Node_3,1,0,5,1
Node_3,1,0,2,1
Node_3,1,0,13,1
Node_3,2,1,19,1
Node_3,2,1,20,1
Node_3,2,1,11,1
Node_3,2,1,12,1
Node_3,2,1,13,1
Node_3,2,1,15,1
Node_3,2,1,21,1
Node_3,2,1,4,1
Node_3,2,1,16,1
Node_3,3,2,6,1
Node_3,3,2,16,1
Node_3,3,2,15,1
Node_3,3,2,5,1
Node_3,3,2,0,1
Node_3,3,2,21,1
Node_3,3,2,17,1
Node_3,3,2,1,1
Node_3,3,2,14,1
Node_3,3,2,8,1
Node_3,4,3,13,1
Node_3,4,3,0,1
Node_3,4,3,3,1
Node_3,4,3,1,1
Node_3,4,3,9,1
Node_3,4,3,15,1
Node_3,4,3,7,1
Node_3,4,3,23,1
Node_3,4,3,2,1
Node_3,4,3,22,1
Node_3,4,3,12,1
Node_3,5,4,15,1
Node_3,5,4,7,1
Node_3,5,4,22,1
Node_3,5,4,5,1
Node_3,5,4,12,1
Node_3,5,4,0,1
Node_3,5,4,17,1
Node_3,5,4,19,1
Node_3,5,4,11,1
Node_3,6,5,21,1
Node_3,6,5,17,1
Node_3,6,5,13,1
Node_3,6,5,14,1
Node_3,6,5,18,1
Node_3,6,5,3,1
Node_3,7,6,10,1
Node_3,7,6,12,1
Node_3,8,0,21,1
Node_3,8,0,16,1
Node_3,8,0,6,1
Node_3,8,0,14,1
Node_3,8,0,9,1
Node_3,8,0,2,1
Node_3,8,0,13,1
Node_3,8,0,1,1
Node_3,8,0,7,1
Node_3,8,0,0,1
Node_3,9,1,0,1
Node_3,9,1,5,1
Node_3,9,1,16,1
Node_3,9,1,8,1
Node_3,9,1,2,1
Node_3,9,1,15,1
Node_3,9,1,17,1
Node_3,9,1,23,1
Node_3,9,1,13,1
Node_3,9,1,7,1
Node_3,10,2,7,1
Node_3,10,2,1,1
Node_3,10,2,20,1
Node_3,10,2,14,1
Node_3,10,2,12,1
Node_3,10,2,13,1
Node_3,10,2,2,1
Node_3,10,2,5,1
Node_3,10,2,10,1
Node_3,10,2,4,1
Node_3,10,2,17,1
Node_3,11,3,12,1
Node_3,11,3,14,1
Node_3,11,3,17,1
Node_3,11,3,10,1
Node_3,11,3,1,1
Node_3,11,3,15,1
Node_3,11,3,16,1
Node_3,11,3,2,1
Node_3,11,3,21,1
Node_3,11,3,7,1
Node_3,11,3,9,1
Node_3,11,3,18,1
Node_3,12,4,18,1
Node_3,12,4,13,1
Node_3,12,4,23,1
Node_3,12,4,7,1
Node_3,12,4,0,1
Node_3,12,4,2,1
Node_3,12,4,22,1
Node_3,12,4,6,1
Node_3,12,4,5,1
Node_3,12,4,9,1
Node_3,12,4,19,1
Node_3,13,5,0,1
Node_3,15,0,5,1
Node_3,15,0,6,1
Node_3,15,0,16,1
Node_3,15,0,21,1
Node_3,15,0,9,1
Node_3,15,0,11,1
Node_3,15,0,13,1
Node_3,15,0,15,1
Node_3,15,0,2,1
Node_3,15,0,1,1
Node_3,16,1,7,1
Node_3,16,1,20,1
Node_3,16,1,0,1
Node_3,16,1,14,1
Node_3,16,1,21,1
Node_3,16,1,23,1
Node_3,16,1,17,1
Node_3,17,2,15,1
Node_3,17,2,16,1
Node_3,17,2,8,1
Node_3,17,2,17,1
Node_3,18,3,5,1
Node_3,18,3,1,1
Node_3,18,3,22,1
Node_3,18,3,0,1
Node_3,18,3,18,1
Node_3,19,4,15,1
Node_3,19,4,19,1
Node_3,19,4,16,1
Node_3,19,4,20,1
Node_3,19,4,22,1
Node_3,19,4,1,1
Node_3,19,4,0,1
Node_3,19,4,5,1
Node_3,19,4,18,1
Node_3,19,4,21,1
Node_3,19,4,14,1
Node_3,19,4,3,1
Node_3,21,6,2,1
Node_3,22,0,10,1
Node_3,22,0,9,1
Node_3,22,0,19,1
Node_3,22,0,1,1
Node_3,22,0,12,1
Node_3,22,0,22,1
Node_3,22,0,13,1
Node_3,22,0,16,1
Node_3,22,0,21,1
Node_3,22,0,7,1
Node_3,22,0,0,1
Node_3,22,0,6,1
Node_3,23,1,21,1
Node_3,23,1,6,1
Node_3,23,1,15,1
Node_3,23,1,22,1
Node_3,23,1,13,1
Node_3,23,1,10,1
Node_3,23,1,17,1
Node_3,23,1,4,1
Node_3,23,1,7,1
Node_3,23,1,8,1
Node_3,24,2,7,1
Node_3,24,2,20,1
Node_3,24,2,10,1
Node_3,24,2,12,1
Node_3,24,2,6,1
Node_3,24,2,22,1
Node_3,24,2,8,1
Node_3,24,2,0,1
Node_3,24,2,16,1
Node_3,24,2,3,1
Node_3,24,2,1,1
Node_3,25,3,16,1
Node_3,25,3,7,1
Node_3,25,3,5,1
Node_3,25,3,23,1
Node_3,25,3,13,1
Node_3,25,3,15,1
Node_3,25,3,4,1
Node_3,25,3,10,1
Node_3,25,3,11,1
Node_3,25,3,6,1
Node_3,26,4,15,1
Node_3,26,4,5,1
Node_3,26,4,4,1
Node_3,26,4,22,1
Node_3,26,4,9,1
Node_3,26,4,23,1
Node_3,26,4,14,1
Node_3,26,4,11,1
Node_3,26,4,2,1
Node_3,26,4,3,1
Node_3,26,4,8,1
Node_3,27,5,4,1
Node_3,27,5,6,1
Node_3,27,5,17,1
Node_3,28,6,6,1
Node_3,28,6,5,1
Node_3,28,6,9,1
Node_3,29,0,8,1
Node_3,29,0,11,1
Node_3,29,0,18,1
Node_3,29,0,12,1
Node_3,29,0,14,1
Node_3,29,0,7,1
Node_3,29,0,2,1
Node_3,29,0,17,1
Node_3,29,0,3,1
Node_3,29,0,5,1
Node_3,29,0,15,1
Node_3,29,0,13,1
Node_3,30,1,15,1
Node_3,30,1,5,1
Node_3,30,1,4,1
Node_3,30,1,23,1
Node_3,30,1,13,1
Node_3,30,1,17,1
Node_3,31,2,13,1
Node_3,31,2,3,1
Node_3,31,2,4,1
Node_3,31,2,21,1
Node_3,31,2,10,1
Node_3,31,2,5,1
Node_3,31,2,22,1
Node_3,31,2,1,1
Node_3,31,2,17,1
Node_3,31,2,6,1
Node_3,31,2,16,1
Node_3,31,2,19,1
Node_3,32,3,19,1
Node_3,32,3,20,1
Node_3,32,3,12,1
Node_3,32,3,8,1
Node_3,32,3,23,1
Node_3,32,3,5,1
Node_3,32,3,4,1
Node_3,32,3,2,1
Node_3,32,3,6,1
Node_3,32,3,9,1
Node_3,32,3,15,1
Node_3,32,3,22,1
Node_3,33,4,15,1
Node_3,33,4,9,1
Node_3,33,4,16,1
Node_3,33,4,22,1
Node_3,33,4,13,1
Node_3,33,4,3,1
Node_3,33,4,8,1
Node_3,33,4,0,1
Node_3,33,4,20,1
Node_3,33,4,14,1
Node_3,33,4,12,1
Node_3,33,4,6,1
Node_3,34,5,20,1
Node_3,35,6,8,1
Node_3,35,6,0,1
Node_3,35,6,16,1
Node_3,36,0,19,1
Node_3,36,0,10,1
Node_3,36,0,4,1
Node_3,36,0,1,1
Node_3,36,0,13,1
Node_3,36,0,21,1
Node_3,36,0,5,1
Node_3,37,1,17,1
Node_3,37,1,18,1
Node_3,37,1,6,1
Node_3,37,1,4,1
Node_3,37,1,12,1
Node_3,37,1,7,1
Node_3,37,1,8,1
Node_3,37,1,19,1
Node_3,38,2,12,1
Node_3,38,2,21,1
Node_3,38,2,10,1
Node_3,38,2,7,1
Node_3,38,2,1,1
Node_3,38,2,11,1
Node_3,38,2,13,1
Node_3,38,2,8,1
Node_3,38,2,14,1
Node_3,39,3,22,1
Node_3,39,3,7,1
Node_3,39,3,17,1
Node_3,39,3,12,1
Node_3,39,3,15,1
Node_3,39,3,6,1
Node_3,39,3,3,1
Node_3,40,4,21,1
Node_3,40,4,17,1
Node_3,40,4,20,1
Node_3,40,4,23,1
Node_3,40,4,12,1
Node_3,40,4,11,1
Node_3,40,4,13,1
